evidence_id,task_id,course_code,source_surface,module_title,group_name,canvas_type,due,href,evidence_text
ev-00464,PHY-212-pre-lecture-partial-credit,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896942,Page Pre-lecture partial credit Pre-lecture partial credit 8 wiki_page 26896942 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00465,PHY-212-virtual-wormhole-getting-assistance,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896944,Page Virtual Wormhole - Getting assistance Virtual Wormhole - Getting assistance 9 wiki_page 26896944 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00466,PHY-212-scanned-text-on-reserve-at-library,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896945,Page Scanned text on reserve at library Scanned text on reserve at library 10 wiki_page 26896945 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00467,PHY-212-gradescope,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896946,Page Gradescope Gradescope 11 wiki_page 26896946 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00468,PHY-212-proctorio-setup-and-troubleshooting,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896947,Page Proctorio setup and troubleshooting Proctorio setup and troubleshooting 12 wiki_page 26896947 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00469,PHY-212-opt-out-of-lab,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896948,Page Opt-out of lab Opt-out of lab 13 wiki_page 26896948 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00470,PHY-212-oer-physics-textbook,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896949,Page OER Physics textbook OER Physics textbook 14 wiki_page 26896949 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00471,PHY-212-first-day-overview,PHY-212,modules,Course information,,Attachment,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26997777,Attachment First day overview First day overview 15 attachment 26997777 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00472,PHY-212-general-discussion-faqs,PHY-212,modules,Student resources,,Discussion Topic,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896950,Discussion Topic General Discussion & FAQs General Discussion & FAQs 1 discussion_topic 26896950 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00473,PHY-212-ph-211-instructional-videos,PHY-212,modules,Student resources,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896951,Page PH 211 Instructional videos PH 211 Instructional videos 2 wiki_page 26896951 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
